seller_id,seller_city,seller_state,total_orders,total_items_sold,product_revenue,freight_revenue,total_revenue,avg_item_total_value,late_delivery_item_rows
5bffbafbb22daf6d3bfc216a46db8708,nilopolis,RJ,21,23,5239.7,454.5,5694.2,247.57,0
822bad9bc42b51213ba522fe87b7ab5d,balneario camboriu,SC,18,18,5160.0,527.34,5687.34,315.96,5
582d4f8675b945722eda7c0cb61ba4c7,bertioga,SP,59,71,4702.96,980.97,5683.93,80.06,1
fcdd820084f17e9982427971e4e9d47f,ribeirao preto,SP,16,27,4783.99,881.75,5665.74,209.84,2
3f0e48d209018b466fcd3bb4ccfeb520,curitiba,PR,9,10,5399.0,255.8,5654.8,565.48,0
fad44952713764836814be105382aee5,rio de janeiro,RJ,32,32,5129.0,507.88,5636.88,176.15,1
2a7dc43cecabf23403078e2188437d1d,sao paulo,SP,52,54,4795.91,833.71,5629.62,104.25,4
ad420dd0c4f92f8af951ac24b86d0cf5,fronteira,MG,42,46,4705.29,913.11,5618.4,122.14,3
11bfa66332777660bd0640ee84d47006,ribeirao preto,SP,76,102,3925.87,1682.67,5608.54,54.99,18
e0878efa0e0b7e5313ac0b43bc04c081,curitiba,PR,27,29,5065.3,529.61,5594.91,192.93,5
a3f0b55de503387383c7b1de3ad7f678,curitiba,PR,24,26,4348.4,1229.34,5577.74,214.53,1
cc5a78bbad32776dc4e3af205218368c,divinopolis,MG,33,38,4269.18,1304.17,5573.35,146.67,1
ef990a83bbea832f36ebe81376335aa8,joinville,SC,43,44,4642.59,914.65,5557.24,126.3,11
822166ed1e47908f7cfb49946d03c726,tres rios,RJ,69,108,3714.83,1821.12,5535.95,51.26,1
4bf2f4ee540798a61f9636d12cd9cc80,assis,SP,29,30,4995.56,505.45,5501.01,183.37,1
d379f449f2a3b271bc01c0782020f705,divinopolis,MG,28,29,4423.06,1076.74,5499.8,189.65,1
d673a59aac7a70d8b01e6902bf090a11,ibitinga,SP,79,84,3908.94,1590.62,5499.56,65.47,8
834f8533b2ecb6598dd004ff3de7203a,sao paulo,SP,43,47,4538.29,958.02,5496.31,116.94,8
951e8cef368f09bb3f3d03c00ca4702c,ibitinga,SP,64,71,4092.29,1400.8,5493.09,77.37,6
e9c6969d40e6a3d2d0f90013165c2b98,sao paulo,SP,10,10,5239.98,242.0,5481.98,548.2,0
4d0041cdbe51b4617d95c70b19decc74,juiz de fora,MG,8,8,5235.2,230.29,5465.49,683.19,0
891071be6ba827b591264c90c2ae8a63,sao paulo,SP,92,98,4177.28,1277.07,5454.35,55.66,15
0ef83d7d83ed97cd2a0049ac8be5f88a,curitiba,PR,48,55,4421.01,1026.8,5447.81,99.05,1
42b729f859728f5079499127a9c2ef37,sao paulo,SP,104,132,4118.86,1315.21,5434.07,41.17,13
c68fb906c8f4b4b946d8386bfa6e5467,jaboticabal,SP,45,48,4541.16,892.45,5433.61,113.2,1
8bd0f31cf0a614c658f6763bd02dea69,sao paulo,SP,33,35,4455.34,967.98,5423.32,154.95,1
db4350fd57ae30082dec7acbaacc17f9,sao paulo,SP,137,146,3331.31,2090.33,5421.64,37.13,6
a3dd39f583bc80bd8c5901c95878921e,salvador,BA,34,37,4607.81,804.35,5412.16,146.27,1
4c498c7345e89aebad651544829beca0,carapicuiba,SP,48,48,4819.76,570.0,5389.76,112.29,6
45213867cefbf2cd4c6177e10216a951,araras,SP,14,14,4955.42,433.74,5389.16,384.94,2
503c1de08ae81a2d86f17951b204db55,sao paulo,SP,22,22,4906.99,414.91,5321.9,241.9,2
6860153b69cc696d5dcfe1cdaaafcf62,capivari,SP,74,84,3827.63,1490.6,5318.23,63.31,7
715bbd5ba4e6b74cb0d2f29eb45058b0,serra negra,SP,62,64,4043.3,1272.58,5315.88,83.06,5
beadbee30901a7f61d031b6b686095ad,guarulhos,SP,64,68,4373.98,937.54,5311.52,78.11,16
65febd49fd28ec955651299159b1f527,sao paulo,SP,35,40,4319.7,981.44,5301.14,132.53,2
ce69a8021d18961dd2a40269b7c2c293,curitiba,PR,19,19,4818.0,471.05,5289.05,278.37,2
c12b92bf1c350f3e6bf88d3596219c86,garca,SP,17,17,4808.78,444.06,5252.84,308.99,1
c9a06ece156bb057372c68718ec8909b,brasilia,DF,14,14,4688.9,540.72,5229.62,373.54,0
eed78ac17f7f795a19a709745f00cd4e,botucatu,SP,22,56,4349.5,846.34,5195.84,92.78,0
d12c926d74ceff0a90a21184466ce161,sao paulo,SP,78,99,3944.18,1248.64,5192.82,52.45,1
99002261c568a84cce14d43fcffb43ea,cuiaba,MT,36,36,4088.0,1100.33,5188.33,144.12,3
0509040ea3fe50071181bbc359eb7738,belo horizonte,MG,89,98,3737.95,1445.15,5183.1,52.89,6
9df5750209b83567ec144eb299d7d634,sao leopoldo,RS,11,11,4917.0,259.3,5176.3,470.57,1
b17b679f4f5ce2e03ce6968c62648246,ribeirao preto,SP,55,57,4084.75,1076.07,5160.82,90.54,9
232a6014e7b10cba61c6c2b2ea6bb4b0,cafelandia,SP,33,36,3919.87,1213.4,5133.27,142.59,2
f0b47fbbc6dee9aafe415a6e33051b3f,maua,SP,68,86,3795.91,1336.28,5132.19,59.68,8
6fc26fe110feebd80a433e1f012a84f9,fernandopolis,SP,35,72,4150.87,977.19,5128.06,71.22,5
1fe5540d7c1c37a595fefbacd5570d9e,paraiba do sul,RJ,20,25,4537.6,581.15,5118.75,204.75,1
822b63912576852aea9a8436d72317b7,mogi guacu,SP,8,9,4905.69,191.38,5097.07,566.34,0
8931a84a914b3fe9b1ddaa4d704947ca,sao paulo,SP,29,32,4668.3,424.59,5092.89,159.15,5
b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,34,39,4449.0,632.31,5081.31,130.29,0
5c030029b5916fed0986310385ec9009,sao jose,SC,7,10,4164.4,915.5,5079.9,507.99,0
8a130737016f838139d31878787a39c9,sao paulo,SP,56,62,4222.03,842.29,5064.32,81.68,4
6ec1a01e866584bb679eb9b098345919,santos,SP,31,32,4248.91,814.85,5063.76,158.24,7
bccf933e006e9b94a6184af782963e77,assis,SP,45,46,4162.74,884.47,5047.21,109.72,1
31da954dc0855f2495c6310f70a2f931,araras,SP,29,30,4583.0,449.71,5032.71,167.76,3
99a54764c341d5dc80b4a8fac4eba3fb,sao paulo,SP,45,67,3708.76,1317.5,5026.26,75.02,15
15aac934c58d886785ac1b17953ea898,muqui,ES,25,26,4353.9,665.7,5019.6,193.06,4
37dd29b36c458d82f74a953c40c43645,limeira,SP,7,8,4536.99,479.44,5016.43,627.05,1
827f8f69dfa529c561901c4f2e0f332f,curitiba,PR,91,104,3408.39,1595.57,5003.96,48.12,9
0307f7565ff85b299b6e5ef162b1b1a9,sao jose do rio preto,SP,7,7,4728.8,274.77,5003.57,714.8,0
8f580d36c1e9d6fbce95283403c7d447,ribeirao preto,SP,8,8,4813.25,180.15,4993.4,624.18,1
e81e1f9c3e762e620f3fb60a51499e16,curitibanos,SC,17,18,4465.99,513.5,4979.49,276.64,2
382229d1e840115ffe3dbf5ff460e417,rio de janeiro,RJ,46,49,4096.96,869.66,4966.62,101.36,5
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,rio de janeiro,RJ,36,43,4198.9,757.02,4955.92,115.25,4
fde0cc9ea29c8ccfc0a2c22256a58c71,curitiba,PR,35,35,3922.0,999.27,4921.27,140.61,1
3c03b12bab54d8b37d79d914bfdb1aa0,sao joao de meriti,RJ,37,43,4236.34,683.43,4919.77,114.41,7
1b938a7ec6ac5061a66a3766e0e75f90,penapolis,SP,30,33,3987.6,910.23,4897.83,148.42,1
cb41bfbcbda0aea354a834ab222f9a59,sao paulo,SP,12,12,4002.0,886.68,4888.68,407.39,4
c840d3fdbba0790404fdae73d253b253,curitiba,PR,9,14,4522.28,359.65,4881.93,348.71,0
b76dba6c951ab00dc4edf0a1aa88037e,sao paulo,SP,159,169,2574.78,2307.1,4881.88,28.89,5
ec8879960bd2221d5c32f8e12f7da711,itatiba,SP,36,36,4062.4,818.98,4881.38,135.59,6
968268a686aa05d1f529fb07dff08130,sao paulo,SP,12,12,4677.29,203.55,4880.84,406.74,0
2addf05f476d0637864454e93ba673d5,brasilia,DF,12,12,4552.0,325.64,4877.64,406.47,0
f6122bc84774df1b372bdb3bb88ddb9f,barueri,SP,3,3,4799.87,74.49,4874.36,1624.79,1
c004e5ea15737026cecaee0447e00b75,sao paulo,SP,2,2,4700.0,174.32,4874.32,2437.16,1
55a5b51f93f2b70ea513f5a047b0262a,sao joao del rei,MG,39,41,4002.3,847.08,4849.38,118.28,3
e49c26c3edfa46d227d5121a6b6e4d37,brejao,PE,35,36,3654.25,1175.46,4829.71,134.16,0
f3da5b2ff499efb8d4a6d371d175d7dd,sao paulo,SP,79,84,3702.29,1124.57,4826.86,57.46,11
95f83f51203c626648c875dd41874c7f,borda da mata,MG,52,67,3217.46,1609.05,4826.51,72.04,3
8f119a0aee85c0c8fc534629734e94fd,barueri,SP,77,83,3733.68,1092.77,4826.45,58.15,5
6288c69c4ce638e59925e59193f98b16,santo andre,SP,22,22,4506.28,306.2,4812.48,218.75,1
43f8c9950d11ecd03a0304a49e010da6,carapicuiba,SP,41,41,4249.59,557.63,4807.22,117.25,3
9803a40e82e45418ab7fb84091af5231,rio verde,GO,11,18,4278.75,512.63,4791.38,266.19,0
2e3be8a987a30d7544dbbda6861cc14e,belo horizonte,MG,18,19,4430.84,346.71,4777.55,251.45,1
520b493b57809f446cb0a233bb3e25c7,santos,SP,63,73,3698.9,1063.97,4762.87,65.24,2
cd6efc47efaabf134f8bdb654e10b4f1,rio de janeiro,RJ,31,32,4158.55,598.61,4757.16,148.66,3
13d058e4eeac2ce8217660b2f8a05812,osasco,SP,23,23,3829.77,926.11,4755.88,206.78,3
f76a3b1349b6df1ee875d1f3fa4340f0,sao paulo,SP,24,24,4160.79,588.19,4748.98,197.87,9
3f3486b61f45078d4f31ee5e43d8c5bb,sao paulo,SP,40,40,3829.73,896.84,4726.57,118.16,6
180c3376aff0e43dd5788709df48a843,sao paulo,SP,5,10,4513.0,209.97,4722.97,472.3,1
81f89e42267213cb94da7ddc301651da,presidente prudente,SP,46,52,3955.0,766.18,4721.18,90.79,0
13fa2a6c6b9d0f43cb588d7c82117a12,sao paulo,SP,9,10,4528.0,191.44,4719.44,471.94,3
602044f2c16190c2c6e45eb35c2e21cb,ibitinga,SP,50,57,3739.16,938.28,4677.44,82.06,13
1eade46fba20122dc4aefb379f8c636b,sao paulo,SP,58,75,3635.37,1038.34,4673.71,62.32,10
f97e2b0650c2068227e1d366140eb62f,santo antonio de posse,SP,16,21,3654.0,1011.98,4665.98,222.19,1
c500367424994318b9e779ff1ae9a330,paulinia,SP,9,9,4346.4,311.99,4658.39,517.6,1
8cbac7e12637ed9cffa18c7875207478,jaragua do sul,SC,67,82,2990.98,1663.37,4654.35,56.76,4
bf3c6d2a28b2b5501e6c15448982dcc9,sao paulo,SP,35,43,3956.5,691.65,4648.15,108.1,1
2199e7fe213c16213bf5d6a7eadc9a5d,registro,SP,25,31,4078.29,569.49,4647.78,149.93,1
6a0cbc8af2e8abd1bdfb777943d174c6,batatais,SP,35,35,3894.05,745.37,4639.42,132.55,3
4d600e08ecbe08258c79e536c5a42fee,entre rios do oeste,PR,8,8,4465.34,168.12,4633.46,579.18,0
3f995f07c49d0d55a99d5c54957f7d81,itapecerica da serra,SP,43,43,3955.7,671.5,4627.2,107.61,1
406822777a0b9eb5c50e442dd4cd3ec5,tatui,SP,45,47,3648.08,948.26,4596.34,97.79,6
d5ba419e26d246a0719437cf37d9b46d,sao paulo,SP,34,35,4061.4,520.11,4581.51,130.9,4
681fce914360217db47784ae28905a96,araucaria,PR,23,24,4127.33,444.47,4571.8,190.49,3
271c58a1d139c45eaf3316107c6d3a3b,sao paulo,SP,29,29,3897.52,671.19,4568.71,157.54,2
8ed8ea9a57c862f2c18c2fe41f601d56,blumenau,SC,19,19,3831.9,731.07,4562.97,240.16,0
f4aba7c0bca51484c30ab7bdc34bcdd1,sao paulo,SP,110,117,3009.79,1547.71,4557.5,38.95,8
6b333a05bf188ef3e1f1662a86bd9855,brasilia,DF,12,13,3990.91,563.97,4554.88,350.38,1
e883aa812c37a7413226856f4579fe91,itapevi,SP,26,29,4097.1,457.36,4554.46,157.05,1
238fac594e170b59c6d228f5a4f4f1d9,dois corregos,SP,29,30,3126.0,1419.52,4545.52,151.52,4
3361277dc30b7cccdb0c286b24219756,maringa,PR,29,42,3905.05,635.85,4540.9,108.12,5
f021c962aaba8ef6eb527a9c2c8394d1,itajai,SC,5,5,4398.5,135.37,4533.87,906.77,0
1fdc574883ef3b33ad41562d93f3a74a,limeira,SP,18,18,4251.0,273.27,4524.27,251.35,1
4559697a8f7e637227c2eeaed843baff,presidente prudente,SP,42,42,3696.0,778.27,4474.27,106.53,3
7f152321c60a266edc53af1925ef96c1,criciuma,SC,20,20,3919.8,552.12,4471.92,223.6,6
56642bcb79900e777d68e91915cb4267,sao paulo,SP,48,56,3657.64,814.15,4471.79,79.85,9
f00e21b1e91a79653163b7fd8f293ff1,andradas,SP,31,31,3900.09,570.97,4471.06,144.23,1
282c7480173bb9c01dd41cc739fec010,sao paulo,SP,5,8,4274.2,192.11,4466.31,558.29,1
02f5837340d7eb4f653d676c7256523a,curitiba,PR,30,30,3883.05,580.83,4463.88,148.8,1
66dc1b1632bd6a3e508510c5b3492107,jau,SP,37,42,3721.39,727.87,4449.26,105.93,1
14d7985702e72162bbf13b6beb74ab2b,santo andre,SP,37,38,3887.0,554.0,4441.0,116.87,5
870d0118f7a9d85960f29ad89d5d989a,pocos de caldas,MG,45,61,3157.2,1270.83,4428.03,72.59,3
38e679b9e0064cd94c6f035707344dae,londrina,PR,28,30,3694.51,723.59,4418.1,147.27,1
6bb0724edf0b62fb91ac404873a97241,cotia,SP,17,18,3653.0,763.52,4416.52,245.36,3
1b8356dabde1d35e17cef975c3f82730,sao paulo,SP,56,61,3426.39,987.22,4413.61,72.35,1
070d165398b553f3b4b851c216b8a358,sao paulo,SP,32,39,3393.16,1003.59,4396.75,112.74,5
3d8fa2f5b647373c8620330c4e077a9f,sao paulo,SP,43,48,3571.73,818.82,4390.55,91.47,1
79ed755314cfe6df0daef2c6cd3022cd,rio claro,SP,23,25,3907.5,459.16,4366.66,174.67,0
edf96ef93ed595084bbcbd9224bd2894,sao paulo,SP,25,28,3757.0,608.78,4365.78,155.92,3
96804ea39d96eb908e7c3afdb671bb9e,ibia,MG,38,40,3610.7,755.06,4365.76,109.14,1
2745f798279e0ed033addcc1474776d7,sao paulo,SP,32,32,3668.53,696.46,4364.99,136.41,3
42fa4ee7240e9b8eb4576358ec142ba7,caxias do sul,RS,22,22,3845.7,518.77,4364.47,198.39,0
3c4e0452bff7a2a788179488d3d77032,colombo,PR,32,36,3746.4,606.12,4352.52,120.9,1
9b1585752613ec342d03bbab9997ec48,rio de janeiro,RJ,3,3,4248.98,100.06,4349.04,1449.68,0
ed4311e67debd72b8610a5347a743087,guarulhos,SP,25,26,3636.0,706.81,4342.81,167.03,2
6481e96574816ead57975da2c0f6d80d,sorocaba,SP,32,43,3324.9,1015.96,4340.86,100.95,1
8b2492b7ff4468839593fafeed55bad9,sao goncalo,RJ,29,45,3660.08,676.18,4336.26,96.36,5
276677b5d08786d5dce7c2149dcce48b,belo horizonte,MG,33,47,3522.0,798.64,4320.64,91.93,3
4c18691b6037662be2df78a765d98ab5,sao paulo,SP,63,67,3195.52,1120.99,4316.51,64.43,5
2e13c71026e1a39ba5cc1b86dcb679aa,sao paulo,SP,24,28,3793.0,517.21,4310.21,153.94,2
e8f6dc8e6a1dcde89d20e3995c8d90b3,sao paulo,SP,36,48,2256.34,2051.68,4308.02,89.75,3
23a0ffca143a15b9b5bbdb7d552f626a,sao pedro,SP,23,24,3718.51,585.77,4304.28,179.35,3
8c3b533c63cca56240f94f1e3a6b18ef,belo horizonte,MG,5,8,3312.16,989.61,4301.77,537.72,4
8090490573c6c0aa343a7231ebcb8c86,sao paulo - sp,SP,26,26,3871.12,426.91,4298.03,165.31,2
a44fb5a447105f8469bdf16bf9159f25,porto alegre,RS,19,19,3706.1,586.61,4292.71,225.93,5
c731d18cea9bf687ffee82a241c25b11,concordia,SC,24,26,3662.0,610.65,4272.65,164.33,0
df560393f3a51e74553ab94004ba5c87,loanda,PR,28,29,3661.18,606.15,4267.33,147.15,2
a0415d9b25ede3c4b1e477e9916ffc03,nova iguacu,RJ,10,10,4044.1,203.88,4247.98,424.8,0
9646c3513289980f17226a2fc4720dbd,sao jose dos campos,SP,71,78,3039.3,1208.02,4247.32,54.45,6
5f5b43b2bffa8656e4bc6efeb13cc649,sao paulo,SP,27,29,3677.2,555.45,4232.65,145.95,1
2d2c62bef4c8ba0dd74e0e228e808539,ribeirao preto,SP,16,16,3749.0,481.48,4230.48,264.41,2
994f04b3718c2bab35c2adfa8afecd2a,jaguariuna,SP,49,57,3445.7,775.51,4221.21,74.06,4
e7d5b006eb624f13074497221eb37807,santo andre,SP,28,63,3478.93,741.49,4220.42,66.99,2
f35b3c613c4f7b2275f4185d0a3c59ec,sao paulo,SP,9,9,4047.25,167.04,4214.29,468.25,2
643214e62b870443ccbe55ab29a4dccf,sao paulo,SP,66,68,3270.13,929.65,4199.78,61.76,9
2a167ca73899c85001a837d8fb4962f6,sao paulo,SP,2,3,4097.0,100.62,4197.62,1399.21,0
08cdbae123ff67ca4e36d9d641ce0119,uba,MG,4,6,3098.99,1096.47,4195.46,699.24,4
bede56095ba33c42038fb85f707b8a42,valinhos,SP,2,2,3973.9,210.87,4184.77,2092.39,0
21e83881401b92b49fb09a16d3852291,uberlandia,MG,14,15,3588.05,594.48,4182.53,278.84,0
5d3bb11474a06bdc23fb9e89f1164ee0,assis,SP,31,32,3654.6,524.22,4178.82,130.59,1
3bdff180c7e1f6551a643b99c265a120,sao paulo,SP,59,61,3114.9,1046.96,4161.86,68.23,4
71039d19d4303bf9054d69e9a9236699,sao paulo,SP,35,38,3537.2,621.45,4158.65,109.44,10
e70053bf73d1b5863932e53a9fa47496,sao paulo,SP,7,7,4025.0,133.58,4158.58,594.08,0
38874e327ce94d11390b96eb42d61928,itaquaquecetuba,SP,6,6,3779.94,378.49,4158.43,693.07,1
2d50d6282f8aa2257819a77bfaa0efe0,ibitinga,SP,44,45,3353.48,798.04,4151.52,92.26,6
33ac3e28642ab8bda860a2f693000e78,cotia,SP,34,35,3661.03,490.09,4151.12,118.6,0
594f9aaa48e5bf431f011ddc5669b0d5,contagem,MG,37,38,3248.8,887.61,4136.41,108.85,1
5d9dc90a686a8fddacffab6bab5653a3,santana de parnaiba,SP,12,12,3761.94,369.33,4131.27,344.27,1
d57e18d5f73c7ccb7f7339b61166898d,sao paulo,SP,61,63,3187.7,923.49,4111.19,65.26,2
c0563dd588b775f2e37747ef6ad6c92c,santo andre,SP,28,28,3697.2,397.48,4094.68,146.24,3
77e4abfd739aed9c46480f90f81c0eb4,brasilia,DF,18,18,3736.99,355.22,4092.21,227.35,0
1838dd9b8977065acf51d95e0053ea7a,belo horizonte,MG,64,67,2820.3,1255.58,4075.88,60.83,3
b1fecf4da1fa2689bccffa0121953643,campo grande,MS,19,20,3669.64,397.08,4066.72,203.34,0
6b90f847357d8981edd79a1eb1bf0acb,guarulhos,SP,45,47,3322.08,737.65,4059.73,86.38,2
cfd7ddab722b902f7ac5b5f3ba6d723d,contagem,MG,12,13,3385.03,673.08,4058.11,312.16,0
f0837c8d71434931d9e38e7b79234797,arvorezinha,RS,22,23,3446.9,602.46,4049.36,176.06,1
a2b5b6105ea5942300631d2e76f4ffe0,osasco,SP,16,16,3286.69,722.65,4009.34,250.58,2
3c010235b7345c92f125d14ee232a76b,mandirituba,PR,15,15,3578.0,427.32,4005.32,267.02,0
7f2617c58d5d06806987308b45654351,sao paulo,SP,22,23,3656.8,326.47,3983.27,173.19,2
dd533b429f380718b70ad9922c294bae,barretos,SP,41,45,2819.77,1151.21,3970.98,88.24,5
4da0e408c99d2fdc2126dc9fce518060,cornelio procopio,PR,44,54,3026.0,938.73,3964.73,73.42,0
b1ac6ea7895bc3dd6f0f6f4abbdd2821,canoas,RS,40,41,3139.0,825.33,3964.33,96.69,0
432c37c9dfba871172ec162e20118b8c,brasilia,DF,46,57,2968.87,969.67,3938.54,69.1,8
eb4df17aed01d918c65f0f8d650900c0,paulinia,SP,11,11,3739.87,185.59,3925.46,356.86,3
f7ccf836d21b2fb1de37564105216cc1,ibitinga,SP,70,74,2787.4,1123.04,3910.44,52.84,7
f4db9b37944bcb8873e6b456ee190bbf,itaquaquecetuba,SP,21,22,3409.78,500.16,3909.94,177.72,2
a17f621c590ea0fab3d5d883e1630ec6,sorocaba,SP,65,80,2778.58,1122.96,3901.54,48.77,5
ec80e49e69745ab6c14f984bf2149423,limeira,SP,12,12,3709.0,188.31,3897.31,324.78,2
c9aafcd0621b2207c10e32c649cada4d,sao paulo,SP,44,52,2997.25,888.65,3885.9,74.73,4
1d0997ff06b524ce9289ffd75114ecd3,recife,PE,3,3,3747.0,126.57,3873.57,1291.19,1
0c7533c71df861ec58ad7ff999ed0e8d,valinhos,SP,61,73,2989.3,874.21,3863.51,52.92,3
960945e1a9535cbc0cd6ddd35fbe7ae8,sao paulo,SP,28,29,3381.73,479.8,3861.53,133.16,0
8ff38bc3969e67c36c48343a07090f66,sao paulo,SP,2,8,3472.0,387.56,3859.56,482.45,0
aae3bfea055532c57fb453ed3ec80b30,santo andre,SP,48,50,3057.92,799.25,3857.17,77.14,0
3364a91ec4d56c98e44174de954b94f6,porto velho,RO,6,6,3579.94,273.91,3853.85,642.31,0
3b872fd4747f01cc56206f2934198618,ibitinga,SP,25,27,2726.74,1116.37,3843.11,142.34,4
4677a5437afda5fa7140b927b07be1cc,japira,PR,11,11,3415.7,420.0,3835.7,348.7,1
e48b04bf1aa1ef711caebeb7aede6180,curitiba,PR,25,25,3187.1,645.63,3832.73,153.31,0
218f991754f360af9c2daa5e0b8e990c,sao paulo,SP,14,17,3554.32,265.22,3819.54,224.68,2
f326006815956455b2859abd58fe7e39,fernandopolis,SP,9,30,3147.16,666.02,3813.18,127.11,0
5f1dc28029d2c244352a68107ec2b542,sao paulo,SP,62,78,2807.3,996.16,3803.46,48.76,6
c8b3445d737de6befde0c88ede534a5e,sao paulo,SP,30,36,3149.04,651.75,3800.79,105.58,1
244c2f1bff6afe1f2eaf9bfe9b2aed38,mogi das cruzes,SP,23,27,2580.0,1214.87,3794.87,140.55,4
977f9f63dd360c2a32ece2f93ad6d306,tabatinga,SP,24,25,2858.87,934.98,3793.85,151.75,3
a938325a4b357fd23a6a4d5bb126408e,nilopolis,RJ,24,25,3231.0,560.81,3791.81,151.67,1
f2336e113377dd21c744d9c4fc8293a9,sao paulo,SP,4,4,3563.0,199.08,3762.08,940.52,0
54c04bdb5ec46762f8f08c7e8f86ed4a,florianopolis,SC,18,19,3281.66,476.12,3757.78,197.78,2
5bc24d989e71e93c33e50a7782431b0e,campo do meio,MG,17,17,3148.0,588.53,3736.53,219.8,0
cb3dd9ce66268c7a3ca7241ac70ab58c,sao paulo,SP,50,52,2879.76,845.95,3725.71,71.65,3
52562a9f449c3dc3d53f5f5b9ed74903,parnamirim,RN,14,14,3266.6,444.04,3710.64,265.05,0
bce6a5ecf98e99fd2a8868b15c51f04b,guarulhos,SP,14,15,3464.9,241.6,3706.5,247.1,3
430315b7bb4b6e4b3c978f9dfa9b0558,sao paulo,SP,20,21,3118.4,586.23,3704.63,176.41,1
cce6ab8d1682639fe45ab70234f1665f,curitiba,SP,63,66,2522.7,1167.44,3690.14,55.91,3
cb5df0dcb9e280b1780e9d589889f2c7,bady bassitt,SP,16,19,2934.72,754.49,3689.21,194.17,2
ed46f1eb4a638113deb2a1137b5f22e9,indaial,SC,4,4,3470.0,216.68,3686.68,921.67,0
5c6d4016c2a288f074fa0848a2b653d2,sao paulo,SP,32,35,3159.0,514.17,3673.17,104.95,3
0ebd97a106433a45a4aebe57c1799778,contagem,MG,31,32,3046.8,614.88,3661.68,114.43,0
a6fe7de3d16f6149ffe280349a8535a0,franca,SP,51,52,2904.8,742.62,3647.42,70.14,8
e89c4adbe7b1d0819dbb636e16461cf1,indaiatuba,SP,24,25,3181.3,454.85,3636.15,145.45,3
318f287a62ab7ac10b703ac37435a231,sao paulo,SP,52,62,2517.48,1117.12,3634.6,58.62,7
2a1348e9addc1af5aaa619b1a3679d6b,belo horizonte,MG,52,55,2843.0,788.4,3631.4,66.03,15
b8555308bfdb4ca1ed54325a58da9a97,sao bernardo do campo,SP,26,28,3047.2,582.83,3630.03,129.64,2
c64a2aec32cc408a8a4c6d7c46017f91,imbe,RS,9,9,3221.5,406.67,3628.17,403.13,0
6750d71153f00fc58829af2a8ef1bcf1,rio bonito,RJ,6,6,3514.0,112.5,3626.5,604.42,0
d93919c944be9cff128f6c9cb899eacb,mombuca,SP,33,33,2666.7,957.31,3624.01,109.82,6
244b04680fdbded0acf5aebd9c92b44a,jundiai,SP,3,3,3477.7,138.81,3616.51,1205.5,1
c394e193cda3b4225ff2094d32184849,sao paulo,SP,3,12,3419.88,191.56,3611.44,300.95,0
afa6714acee029b2dfdf357e5579cc03,descalvado,SP,16,17,3220.76,382.82,3603.58,211.98,2
585175ec331ea177fa47199e39a6170a,montes claros,MG,1,1,3549.0,53.47,3602.47,3602.47,0
ae7ab174effdead6c241e547e4ca13f0,arapongas,PR,6,7,2778.6,795.46,3574.06,510.58,0
974cf2cb8f4b7add98709c30df02fe10,araraquara,SP,33,33,2982.67,577.01,3559.68,107.87,1
20d83f3ef0e6925fd74bfd59170babf7,sao paulo,SP,40,54,2903.6,653.61,3557.21,65.87,2
d17f467e4bf608a510c20d82f4ba3b6b,caxias do sul,RS,12,12,3021.66,534.89,3556.55,296.38,2
5b51032eddd242adc84c38acab88f23d,borda da mata,MG,12,14,3280.0,268.95,3548.95,253.5,0
aeb36d67f1414f234d42a29e27cf1f17,santo andre,SP,4,4,3263.8,284.3,3548.1,887.03,1
f593898ec748b7a8cb81fc04edafd98a,pedreira,SP,20,23,2813.04,728.08,3541.12,153.96,4
8d79c8a04e42d722a75097ce5cbcf2ef,caucaia,CE,27,28,2777.72,757.44,3535.16,126.26,4
bb7a14e229b1c95156719c3d9552eeee,rio de janeiro,RJ,11,11,3190.1,329.35,3519.45,319.95,1
f61c63d13f7cd800549d5acdd390ae72,pilar do sul,SP,26,26,3072.3,429.39,3501.69,134.68,2
b335c59ab742f751a85db9c411a86739,araguari,MG,33,35,2873.34,607.38,3480.72,99.45,2
1771297ac436903d1dd6b0e9279aa505,guarulhos,SP,28,36,2881.27,585.16,3466.43,96.29,1
fce62094ffe6a4009188ec44e681dfdd,sao paulo,SP,4,11,2969.7,482.93,3452.63,313.88,5
2156f2671501a81034d7d07f217609d0,sp,SP,22,22,2981.5,452.39,3433.89,156.09,3
55f7a3319d80f7fdf078b8f03e6725fe,osasco,SP,22,22,3013.78,406.67,3420.45,155.48,2
f7720c4fa8e3aba4546301ab80ea1f1b,curitiba,PR,60,78,2083.45,1335.52,3418.97,43.83,3
1ce3ae5a399804d1a87e706f8a813c3e,jaguaruna,SC,40,44,2563.0,853.69,3416.69,77.65,4
bd697db56ff8e7c9cd1abeb7f72029b2,sao paulo,SP,22,22,3069.78,345.42,3415.2,155.24,0
a1474fd46fd3430168f7ec202da39408,pinhais,SP,12,14,2752.5,661.02,3413.52,243.82,2
5bc55dbe2f12b6af6d83ed46023e0dc8,coronel fabriciano,MG,17,21,2992.1,417.28,3409.38,162.35,4
3fd1e727ba94cfe122d165e176ce7967,araraquara,SP,37,38,2805.2,589.22,3394.42,89.33,7
5cbbd5a299cab112b7bf23862255e43e,pinhais,PR,36,38,2726.06,659.15,3385.21,89.08,0
